government,org_name,repo_name,repo_full_name,repo_age_days,repo_age_months,commit_frequency_per_month,avg_issue_resolution_time_hours,open_issues_percentage,last_commit_date,days_since_last_commit,num_contributors,num_forks,num_stars,merged_pr_percentage,external_pr_percentage,has_readme,has_license,has_contributing,has_cicd,total_commits,open_issues,closed_issues,open_prs,closed_prs
usa,usagov,Rocky,usagov/Rocky,3410,112.02365308804204,15.362826979472144,0.4346296296296296,0.0,2016-02-22 15:08:38,3307.0,9,5,2,100.0,100.0,False,True,False,False,1721,0,6,0,6
usa,usagov,vote-2016,usagov/vote-2016,3334,109.526938239159,1.1504019196160769,739.5033333333333,66.66666666666666,2016-03-11 00:14:54,3289.0,7,8,7,33.33333333333333,100.0,True,False,True,False,126,2,1,2,1
usa,usagov,explore,usagov/explore,3263,107.19448094612352,0.0839595464296659,,0.0,2016-04-14 11:55:16,3255.0,1,6,2,0.0,0.0,True,False,False,False,9,0,0,0,0
usa,usagov,vote-gov,usagov/vote-gov,3243,106.53745072273324,17.514967622571692,2818.4019038008746,0.8008008008008007,2024-07-25 17:19:02,231.0,39,42,56,99.76905311778292,100.0,True,False,True,True,1866,8,991,2,864
usa,usagov,USAGov-Platform-API-Documentation,usagov/USAGov-Platform-API-Documentation,3118,102.43101182654402,0.0390506735086593,0.0222222222222222,0.0,2016-11-09 14:49:28,3046.0,0,3,5,0.0,0.0,True,False,False,False,4,0,1,0,0
usa,usagov,vote-gov-static,usagov/vote-gov-static,2932,96.32063074901446,0.0207639836289222,,0.0,2017-03-03 19:25:53,2932.0,1,3,1,0.0,0.0,True,False,False,False,2,0,0,0,0
usa,usagov,ffd-microsite-static,usagov/ffd-microsite-static,2749,90.30880420499342,0.0442924699890869,0.0548611111111111,0.0,2024-02-16 21:42:21,390.0,2,2,1,100.0,100.0,False,False,False,False,4,0,2,0,2
usa,usagov,Sandbox,usagov/Sandbox,2590,85.08541392904073,2.0920154440154444,356.80659003831414,14.705882352941178,2021-07-13 11:37:43,1339.0,4,4,7,87.87878787878788,100.0,True,False,True,False,178,5,29,4,29
usa,usagov,dns,usagov/dns,2492,81.86596583442838,7.817656500802569,,0.0,2018-05-15 19:44:18,2494.0,38,4,4,0.0,0.0,True,False,False,False,640,0,0,0,0
usa,usagov,1.usa.gov,usagov/1.usa.gov,2152,70.69645203679369,0.3111895910780669,0.0616666666666666,0.0,2024-01-30 20:25:18,408.0,4,3,2,100.0,100.0,False,False,False,False,22,0,3,0,3
usa,usagov,usagov-analytics-dashboard,usagov/usagov-analytics-dashboard,2130,69.97371879106439,0.1143286384976525,,100.0,2020-04-27 18:46:29,1781.0,2,2,4,0.0,100.0,True,False,True,False,8,3,0,3,0
usa,usagov,usagov-prototype,usagov/usagov-prototype,1871,61.46517739816032,0.0813468733297701,6953.095694444444,66.66666666666666,2020-08-20 18:53:23,1666.0,1,2,3,33.33333333333333,100.0,True,False,False,False,5,4,2,4,2
